City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,ksar chellala,35.2122,2.3189,287.2,53,25,3.03,DZ,1710621781
279,ketchikan,55.3422,-131.6461,285.01,87,0,5.66,US,1710621552
280,kill devil hills,36.0307,-75.676,286.47,68,0,3.09,US,1710621641
281,barra,-11.0894,-43.1417,302.78,49,37,1.48,BR,1710621692
282,koumra,8.9126,17.5539,305.7,18,23,1.01,TD,1710621783
283,geraldton,-28.7667,114.6,295.38,83,22,3.6,AU,1710621539
284,rikaze,29.25,88.8833,272.08,39,14,2.17,CN,1710621784
285,waingapu,-9.6567,120.2641,298.26,87,100,3.54,ID,1710621784
286,sabha,27.0377,14.4283,290.17,33,97,5.99,LY,1710621785
287,ohara,35.25,140.3833,287.51,77,67,7.42,JP,1710621785
288,port lincoln,-34.7333,135.8667,290.16,92,4,3.18,AU,1710621786
289,tralee,52.2704,-9.7026,283.93,91,89,2.65,IE,1710621530
290,tomatlan,19.9333,-105.25,305.76,36,1,6.21,MX,1710621787
291,kapit,2.0167,112.9333,296.23,100,100,0.26,MY,1710621787
292,usinsk,65.9939,57.5281,270.97,87,100,3.13,RU,1710621788
293,inverurie,57.2845,-2.3774,279.1,88,100,7.2,GB,1710621788
294,afaahiti,-17.75,-149.2833,304.08,77,76,5.07,PF,1710621789
295,yaren,-0.5472,166.916,301.25,79,100,3.89,NR,1710621489
296,flying fish cove,-10.4217,105.6791,296.97,88,12,2.57,CX,1710621789
297,alice springs,-23.7,133.8833,291.9,37,0,3.09,AU,1710621790
298,suva,-18.1416,178.4415,297.86,100,75,3.09,FJ,1710621790
299,zhongshu,24.5167,103.7667,286.21,57,0,2.2,CN,1710621791
300,saint-philippe,-21.3585,55.7679,298.92,77,41,6.06,RE,1710621560
301,extrema,-22.8547,-46.3183,298.09,74,98,0.81,BR,1710621481
302,manokwari,-0.8667,134.0833,298.9,84,99,6.16,ID,1710621792
303,tsiombe,-25.3,45.4833,297.47,91,1,3.39,MG,1710621533
304,bathsheba,13.2167,-59.5167,302.49,65,20,9.26,BB,1710621793
305,buka,40.8108,69.1986,279.78,43,0,1.67,UZ,1710621793
306,sola,-13.8833,167.55,300.97,82,100,7.19,VU,1710621794
307,'alaqahdari dishu,30.4374,63.313,292.87,25,49,2.44,AF,1710621794
308,hami,42.8,93.45,274.53,29,2,3.06,CN,1710621681
309,argo,37.6333,22.7333,284.14,84,98,1.11,GR,1710621795
310,xilin hot,43.9667,116.0333,265.49,78,0,2.79,CN,1710621795
311,lompoc,34.6391,-120.4579,294.7,54,0,6.69,US,1710621796
312,yemetsk,63.4721,41.7941,276.07,98,100,3.69,RU,1710621796
313,tippi,7.2,35.45,294.7,72,31,1.54,ET,1710621797
314,kourou,5.1552,-52.6478,303.18,78,99,4.52,GF,1710621797
315,khilok,51.3674,110.4676,259.01,94,97,1.05,RU,1710621797
316,nemuro,43.3236,145.575,272.71,74,100,2.08,JP,1710621798
317,forster,-32.1667,152.5167,291.14,100,93,1.56,AU,1710621798
318,codrington,-38.2667,141.9667,289.24,72,51,3.04,AU,1710621799
319,mitsamiouli,-11.3847,43.2844,301.82,75,69,1.67,KM,1710621799
320,lewistown,40.5992,-77.5714,289.92,66,0,7.72,US,1710621800
321,laguna de perlas,12.3429,-83.6712,302.2,82,15,5.47,NI,1710621800
322,praia,14.9215,-23.5087,300.45,29,0,8.75,CV,1710621801
323,muang khong,14.1167,105.85,297.2,57,90,1.44,LA,1710621801
324,kavaratti,10.5669,72.642,300.65,70,3,4.29,IN,1710621801
325,maralal,1.0968,36.698,290.62,51,1,3.07,KE,1710621802
326,xining,36.6167,101.7667,272.88,55,100,0.31,CN,1710621558
327,calca,-13.3333,-71.95,295.79,72,95,3.06,PE,1710621803
328,smithers,54.7804,-127.1743,283.33,53,0,3.09,CA,1710621648
329,pemangkat,1.1667,108.9667,298.69,89,98,2.89,ID,1710621804
330,guerrero negro,27.9769,-114.0611,292.2,42,99,6.53,MX,1710621804
331,san julian,21.0167,-102.1667,301.5,10,1,7.12,MX,1710621805
332,tazacorte,28.629,-17.9293,293.79,77,20,4.12,ES,1710621805
333,crucecita,-28.95,-58.9833,299.76,84,65,4.54,AR,1710621806
334,labrador city,52.9463,-66.9114,269.1,58,75,1.03,CA,1710621806
335,amga,60.8953,131.9608,241.19,100,100,0.71,RU,1710621806
336,beau vallon,-20.4189,57.6953,298.83,88,20,3.6,MU,1710621807
337,marquette,46.5333,-87.6335,275.83,63,98,7.6,US,1710621807
338,tarawa,1.419,172.984,301.2,94,40,3.6,KI,1710621808
339,vila velha,-20.3297,-40.2925,303.12,85,0,5.66,BR,1710621334
340,aleksandrovsk-sakhalinskiy,50.8975,142.1561,251.24,94,39,1.86,RU,1710621808
341,corner brook,48.9667,-57.9484,277.24,97,100,0.7,CA,1710621568
342,kone,-21.0595,164.8658,298.36,85,81,2.44,NC,1710621809
343,porto novo,6.4965,2.6036,303.05,82,15,3.95,BJ,1710621595
344,marka,1.7159,44.7717,300.61,79,63,6.34,SO,1710621810
345,catemaco,18.4167,-95.1167,304.37,55,22,1.62,MX,1710621810
346,pahrump,36.2083,-115.9839,285.18,64,100,1.34,US,1710621811
347,ghat,24.9647,10.1728,291.49,21,0,3.89,LY,1710621811
348,buenaventura,3.8801,-77.0312,299.77,90,99,1.79,CO,1710621601
349,shiguai,40.7058,110.2856,272.68,31,75,1.72,CN,1710621812
350,hancheng,32.5186,112.3522,287.27,78,100,7.7,CN,1710621812
351,achacachi,-16.05,-68.6833,285.94,73,99,4.53,BO,1710621813
352,saudarkrokur,65.7461,-19.6394,273.4,95,98,2.29,IS,1710621813
353,at taj,24.2049,23.2857,293.3,29,18,10.84,LY,1710621813
354,marsh harbour,26.5412,-77.0636,298.4,76,94,3.94,BS,1710621814
355,sabalgarh,26.25,77.4,293.48,23,56,2.04,IN,1710621814
356,tevriz,57.509,72.4042,273.36,96,100,2.72,RU,1710621815
357,awjilah,29.1081,21.2869,288.5,56,0,7.72,LY,1710621816
358,el granada,37.5027,-122.4694,297.55,55,20,3.09,US,1710621816
359,malvan,16.0667,73.4667,296.7,71,4,4.25,IN,1710621816
360,soller,39.7662,2.7152,288.07,75,40,2.39,ES,1710621817
361,chonchi,-42.6128,-73.8092,287.71,56,78,1.71,CL,1710621817
362,leava,-14.3,-178.1667,300.64,85,100,5.81,WF,1710621818
363,acajutla,13.5928,-89.8275,304.4,59,2,4.4,SV,1710621696
364,ulladulla,-35.35,150.4667,290.4,92,100,2.23,AU,1710621819
365,kapoeta,4.7717,33.5903,303.22,30,17,3.38,SS,1710621819
366,loppi,60.7167,24.45,276.75,97,100,4.65,FI,1710621820
367,queenstown,-31.8976,26.8753,288.6,81,63,2.24,ZA,1710621820
368,haiku-pauwela,20.9219,-156.3051,298.27,72,20,5.66,US,1710621820
369,al bahah,20.0129,41.4677,290.83,54,88,3.6,SA,1710621821
370,hilo,19.7297,-155.09,296.53,85,40,4.12,US,1710621821
371,mahina,-17.5065,-149.489,305.02,62,20,4.63,PF,1710621822
372,am timan,11.0297,20.2827,306.64,13,44,2.53,TD,1710621822
373,orapa,-21.2833,25.3667,300.54,34,33,4.37,BW,1710621822
374,jinchang,38.4953,102.1739,277.1,50,100,1.02,CN,1710621823
375,palmares do sul,-30.2578,-50.5097,298.12,84,82,1.31,BR,1710621823
376,chita,52.0333,113.55,261.09,47,21,0.0,RU,1710621824
377,khabarovsk,48.4808,135.0928,266.04,85,0,2.0,RU,1710621544
378,saint marys,30.7305,-81.5465,302.62,57,75,4.63,US,1710621825
379,la ronge,55.1001,-105.2842,267.27,58,100,5.66,CA,1710621825
380,touros,-5.1989,-35.4608,300.56,82,99,4.74,BR,1710621825
381,pitkyaranta,61.5734,31.4792,275.1,100,100,0.88,RU,1710621826
382,mendoza,-32.8908,-68.8272,299.89,47,40,5.14,AR,1710621681
383,radhanpur,23.8333,71.6,298.47,21,2,4.41,IN,1710621827
384,pitimbu,-7.4706,-34.8086,302.48,74,42,4.7,BR,1710621827
385,port augusta,-32.5,137.7667,296.73,68,54,3.57,AU,1710621828
386,kayyerkan,69.3786,87.7439,261.65,85,100,6.15,RU,1710621828
387,utrik,11.2278,169.8474,299.56,73,98,6.73,MH,1710621829
388,qorveh,35.1664,47.8045,277.44,64,59,2.94,IR,1710621829
389,cill airne,52.05,-9.5167,283.49,95,98,2.37,IE,1710621830
390,itaituba,-4.2761,-55.9836,298.24,94,75,3.6,BR,1710621830
391,yajiwa,11.3839,12.7236,305.15,14,23,3.08,NG,1710621831
392,mordovo,52.0834,40.77,268.94,96,29,2.75,RU,1710621831
393,brookings,44.3114,-96.7984,280.47,39,20,10.29,US,1710621832
394,dwarka,22.2394,68.9678,296.58,68,1,6.58,IN,1710621561
395,weno,7.4515,151.8468,300.12,100,100,4.12,FM,1710621832
396,huayin,34.5675,110.0921,286.15,54,100,1.72,CN,1710621833
397,cervantes,-39.05,-67.3833,300.81,14,32,6.88,AR,1710621644
398,wirges,50.4667,7.8,279.68,79,100,1.09,DE,1710621834
399,grand-lahou,5.1367,-5.0242,300.42,88,2,2.8,CI,1710621834
400,alo,7.4178,6.7371,306.19,48,6,2.83,NG,1710621835
401,nhamunda,-2.1861,-56.7131,299.67,91,100,0.56,BR,1710621835
402,nova vicosa,-17.8919,-39.3719,300.49,83,21,4.43,BR,1710621835
403,qaqortoq,60.7167,-46.0333,263.29,96,40,0.92,GL,1710621836
404,andergrove,-21.0833,149.1833,297.95,84,37,6.08,AU,1710621836
405,alofi,-19.0595,-169.9187,302.09,84,75,1.54,NU,1710621837
406,crane,31.3974,-102.3501,285.49,79,100,4.75,US,1710621837
407,seydi,39.4816,62.9137,283.86,46,51,5.3,TM,1710621837
408,contamana,-7.3333,-75.0167,305.13,55,100,2.43,PE,1710621838
409,hasaki,35.7333,140.8333,287.37,71,100,9.38,JP,1710621559
410,rio grande,-32.035,-52.0986,298.21,91,100,2.29,BR,1710621546
411,kupino,54.3663,77.2981,272.22,96,100,4.66,RU,1710621839
412,seven pagodas,12.6264,80.1722,301.18,80,0,5.16,IN,1710621840
413,nikol'sk,53.7189,46.0712,263.31,96,78,2.46,RU,1710621840
414,meknes,33.9776,-5.525,292.64,59,0,5.14,MA,1710621840
415,sisimiut,66.9395,-53.6735,261.1,81,48,4.14,GL,1710621841
416,ust-nera,64.5667,143.2,254.21,97,100,1.92,RU,1710621841
417,funafuti,-8.5243,179.1942,304.15,79,75,2.06,TV,1710621654
418,kotlas,61.2611,46.6556,276.51,97,100,5.81,RU,1710621635
419,shingu,33.7333,135.9833,282.91,77,2,2.71,JP,1710621560
420,hohhot,40.8106,111.6522,267.31,68,0,1.0,CN,1710621717
421,katsuura,35.1333,140.3,287.84,76,67,7.78,JP,1710621843
422,durham,36.0335,-78.8664,296.67,50,40,3.09,US,1710621075
423,papao,-17.75,-149.55,304.97,74,77,4.05,PF,1710621557
424,walvis bay,-22.9575,14.5053,289.31,94,3,2.06,NA,1710621844
425,fort mcmurray,56.7268,-111.381,270.92,50,0,2.06,CA,1710621845
426,betio village,1.358,172.9211,301.17,83,69,7.24,KI,1710621845
427,sydney mines,46.2367,-60.2177,276.5,91,100,3.6,CA,1710621846
428,antsiranana,-12.2787,49.2917,299.02,84,60,5.74,MG,1710621846
429,yermentau,51.6214,73.1069,263.92,85,17,6.3,KZ,1710621689
430,embarcacion,-23.209,-64.096,308.83,63,49,1.05,AR,1710621651
431,khemis miliana,36.261,2.2202,286.45,73,35,1.21,DZ,1710621848
432,broumov,50.5857,16.3318,281.33,100,99,4.94,CZ,1710621848
433,sao paulo de olivenca,-3.3783,-68.8725,298.81,97,100,1.2,BR,1710621849
434,nabire,-3.3667,135.4833,297.93,93,82,1.06,ID,1710621849
435,pervomayskoye,43.919,46.7102,278.21,92,100,3.53,RU,1710621850
436,barro alto,-11.7608,-41.9117,300.32,45,78,3.0,BR,1710621850
437,wanning,18.8003,110.3967,296.0,95,20,2.31,CN,1710621850
438,alaghsas,17.0187,8.0168,299.08,14,0,7.56,NE,1710621851
439,prince rupert,54.3161,-130.3201,286.2,58,0,2.06,CA,1710621851
440,bumba,2.1833,22.4667,295.58,94,91,0.67,CD,1710621596
441,kiruna,67.8557,20.2251,258.66,61,2,6.17,SE,1710621852
442,neiafu,-18.65,-173.9833,301.53,89,75,5.14,TO,1710621852
443,kenai,60.5544,-151.2583,272.12,90,100,4.63,US,1710621853
444,tual,-5.6667,132.75,301.55,79,100,9.48,ID,1710621853
445,pithoragarh,29.5833,80.2167,280.6,44,0,1.45,IN,1710621854
446,yulinshi,38.2906,109.7494,276.65,31,100,3.23,CN,1710621558
447,parakou,9.3372,2.6303,304.19,45,60,1.45,BJ,1710621855
448,areia branca,-4.9561,-37.1369,300.26,79,93,5.81,BR,1710621776
449,port blair,11.6667,92.75,298.76,76,10,2.74,IN,1710621855
450,nar'yan-mar,67.6713,53.087,273.26,98,100,6.3,RU,1710621856
451,lensk,60.7253,114.9278,256.17,99,100,1.63,RU,1710621856
452,nantucket,41.2835,-70.0995,282.64,84,40,6.69,US,1710621857
453,alta,69.9689,23.2717,265.74,75,94,14.31,NO,1710621857
454,sao joao da barra,-21.6403,-41.0511,303.2,88,5,5.53,BR,1710621599
455,tuma,55.148,40.5537,268.87,98,75,2.06,RU,1710621858
456,nuuk,64.1835,-51.7216,269.49,68,20,1.54,GL,1710621858
457,santona,43.4439,-3.4576,294.32,79,100,2.45,ES,1710621858
458,soe,-9.8607,124.284,291.91,89,100,1.69,ID,1710621859
459,salaqi,40.5414,110.5108,274.11,38,85,1.42,CN,1710621859
460,sao vicente,-23.9631,-46.3919,311.25,67,20,2.68,BR,1710621779
461,lautoka,-17.6167,177.4667,299.07,89,100,2.06,FJ,1710621860
462,yamada,39.4667,141.95,276.29,69,100,3.19,JP,1710621860
463,morehead city,34.7229,-76.726,292.63,67,100,4.47,US,1710621644
464,santa cruz,-17.8,-63.1667,306.85,55,40,8.23,BO,1710621754
465,reyes,-14.3167,-67.3833,306.27,55,76,2.61,BO,1710621862
466,talcahuano,-36.7167,-73.1167,293.97,52,0,8.23,CL,1710621849
467,mandera,3.9366,41.867,304.28,22,9,3.39,KE,1710621862
468,san jose del guaviare,2.5729,-72.6459,306.09,54,97,0.84,CO,1710621863
469,thulamahashi,-24.7246,31.1994,301.43,64,0,0.91,ZA,1710621863
470,asau,46.4333,26.4,276.66,76,4,1.92,RO,1710621864
471,shahr-e babak,30.1165,55.1186,285.94,61,89,2.75,IR,1710621864
472,pisco,-13.7,-76.2167,300.18,65,0,6.69,PE,1710621865
473,taoudenni,22.6783,-3.9836,300.33,11,0,6.87,ML,1710621865
474,cauquenes,-35.9671,-72.3225,299.39,24,4,4.99,CL,1710621866
475,garachico,28.7781,-17.7646,292.31,77,20,4.12,ES,1710621866
476,sint-genesius-rode,50.7464,4.3575,281.23,82,0,1.54,BE,1710621867
477,kruisfontein,-34.0033,24.7314,290.31,83,100,2.5,ZA,1710621867
478,thinadhoo,0.5333,72.9333,301.4,71,33,2.41,MV,1710621868
479,howrah,22.5892,88.3103,296.15,83,75,2.57,IN,1710621868
480,girvan,55.2426,-4.8555,281.15,92,100,7.94,GB,1710621868
481,kangding,30.0513,101.9603,278.64,55,24,1.56,CN,1710621869
482,rivera,-30.9053,-55.5508,295.16,97,100,1.35,UY,1710621703
483,lufilufi,-13.8745,-171.5986,304.03,75,91,3.2,WS,1710621870
484,wittlich,49.9833,6.8833,281.17,75,20,0.0,DE,1710621870
485,springbok,-29.6643,17.8865,291.8,45,11,2.15,ZA,1710621870
486,saldanha,-33.0117,17.9442,290.18,78,83,8.67,ZA,1710621871
487,belyy yar,53.6039,91.3903,272.09,59,0,7.0,RU,1710621871
488,harnai,30.1005,67.9374,290.85,27,98,0.81,PK,1710621871
489,kekava,56.8266,24.23,281.94,96,75,3.6,LV,1710621872
490,omaruru,-21.4333,15.9333,297.62,50,93,2.14,NA,1710621872
491,soio,-6.1349,12.3689,301.69,82,12,4.01,AO,1710621873
492,ati,13.2154,18.3353,304.93,10,94,3.11,TD,1710621873
493,vernon,50.2581,-119.2691,290.24,46,25,1.15,CA,1710621873
494,dakhla,23.6848,-15.958,292.16,88,0,6.69,EH,1710621874
495,aracoiaba,-4.3711,-38.8142,298.18,94,100,1.68,BR,1710621874
496,monte alegre,-2.0078,-54.0692,298.4,95,94,3.05,BR,1710621630
497,naze,28.3667,129.4833,291.66,76,75,5.47,JP,1710621875
498,savelugu,9.6244,-0.8253,309.95,12,0,0.94,GH,1710621875
499,antsohihy,-14.8796,47.9875,298.02,93,100,1.05,MG,1710621876
500,holualoa,19.6228,-155.9522,297.06,78,40,5.14,US,1710621876
501,banda aceh,5.5577,95.3222,299.84,74,85,0.97,ID,1710621877
502,paracuru,-3.41,-39.0306,302.65,89,88,3.27,BR,1710621680
503,belmonte,-15.8631,-38.8828,300.88,80,11,3.43,BR,1710621877
504,nikki,9.9401,3.2108,305.57,15,28,1.0,BJ,1710621878
505,joshimath,30.5667,79.5667,278.54,52,0,3.96,IN,1710621879
506,bor,56.3567,44.0669,273.11,96,27,2.58,RU,1710621879
507,homer,59.6425,-151.5483,274.08,66,100,3.6,US,1710621880
508,puerto armuelles,8.2833,-82.8667,307.14,58,97,1.34,PA,1710621880
509,saint-joseph,-21.3667,55.6167,298.36,78,39,5.33,RE,1710621880
510,konosha,60.9736,40.257,275.24,97,100,4.55,RU,1710621881
511,rhinelander,45.6366,-89.4121,274.99,60,100,5.66,US,1710621881
512,natchitoches,31.7668,-93.1335,294.62,77,100,3.09,US,1710621882
513,mweka,-4.85,21.5667,295.58,91,66,1.21,CD,1710621882
514,labytnangi,66.6572,66.4183,260.14,85,100,4.2,RU,1710621882
515,luanda,-8.8368,13.2343,302.15,84,75,3.6,AO,1710621790
516,aoulef,26.9667,1.0833,296.42,15,0,4.59,DZ,1710621884
517,kamiiso,41.8167,140.65,274.36,75,75,2.57,JP,1710621884
518,nyala,12.05,24.8833,304.51,14,21,3.26,SD,1710621885
519,tofol,5.3248,163.0078,299.56,88,100,5.75,FM,1710621885
520,yur'yev-pol'skiy,56.5,39.6833,271.84,93,84,3.74,RU,1710621885
521,san agustin,20.5333,-103.4667,302.77,15,20,2.57,MX,1710621886
522,cooma,-36.2333,149.1333,285.28,91,59,1.33,AU,1710621887
523,san luis de la loma,17.2706,-100.8939,302.73,58,0,4.43,MX,1710621887
524,floro,61.5996,5.0328,275.13,60,0,3.09,NO,1710621888
525,ataq,14.5377,46.8319,294.28,61,0,4.34,YE,1710621888
526,solnechnyy,50.7214,136.6319,260.94,86,100,2.12,RU,1710621888
527,karapinar,37.716,33.5506,281.15,63,63,2.52,TR,1710621889
528,mambajao,9.2504,124.7156,298.29,85,54,5.44,PH,1710621889
529,ugoofaaru,5.6667,73.0,301.29,70,12,2.27,MV,1710621890
530,makoua,0.0069,15.6333,300.12,64,84,1.01,CG,1710621890
531,murehwa,-17.6432,31.784,290.68,94,47,1.33,ZW,1710621891
532,moab,38.5733,-109.5498,284.6,65,100,0.45,US,1710621891
533,kolokani,13.5728,-8.0339,301.75,7,0,5.09,ML,1710621891
534,aykhal,66.0,111.5,243.9,100,100,3.11,RU,1710621892
535,silifke,36.3778,33.9344,287.67,78,91,0.92,TR,1710621892
536,williamsport,41.2412,-77.0011,289.47,37,0,5.66,US,1710621892
537,frenchville,-23.3442,150.5507,294.67,73,40,3.09,AU,1710621893
538,urangan,-25.3,152.9,297.54,77,12,5.28,AU,1710621894
539,morris,40.8334,-74.5329,288.77,37,40,3.6,US,1710621711
540,auki,-8.7676,160.7034,299.62,90,100,2.97,SB,1710621895
541,sinop,41.7711,34.8709,277.06,89,71,0.85,TR,1710621423
542,mermoz boabab,14.7065,-17.4758,300.46,68,0,8.38,SN,1710621896
543,manakara,-22.1333,48.0167,297.11,92,23,1.37,MG,1710621896
544,fisterra,42.9049,-9.2629,287.45,97,100,6.87,ES,1710621896
545,rosalie,15.3667,-61.2667,301.9,61,40,1.03,DM,1710621897
546,yenotayevka,47.2456,47.0281,274.4,99,100,3.55,RU,1710621897
547,jauja,-11.7758,-75.4966,290.23,60,97,2.82,PE,1710621898
548,baranivka,50.2969,27.6622,279.02,78,11,3.54,UA,1710621898
549,selfoss,63.9331,-20.9971,276.51,92,100,5.08,IS,1710621898
550,moree,-29.4667,149.85,293.31,60,24,4.22,AU,1710621899
551,bilara,26.1792,73.7056,293.58,16,13,4.59,IN,1710621899
552,ko pha ngan,9.7578,100.0291,298.67,72,85,3.27,TH,1710621726
553,north ward,-19.2454,146.8075,298.1,83,40,2.57,AU,1710621900
554,ravar,31.2656,56.8055,291.23,40,1,2.74,IR,1710621901
555,tomaszow mazowiecki,51.5313,20.0086,284.02,88,100,5.83,PL,1710621814
556,santa terezinha,-29.9002,-50.0904,296.53,96,75,1.61,BR,1710621902
557,antofagasta,-23.65,-70.4,294.34,74,7,4.11,CL,1710621660
558,gamboru,12.3707,14.2173,305.19,21,5,3.63,NG,1710621903
559,caleta de carquin,-11.0925,-77.6267,297.77,77,90,5.76,PE,1710621904
560,mejit,10.2753,170.8646,299.81,73,97,6.87,MH,1710621904
561,zaysan,47.4667,84.8667,264.07,75,93,1.19,KZ,1710621905
